aX,aY,aZ
-0.371,-0.211,0.61
-0.338,-0.244,0.592
-0.327,-0.261,0.593
-0.3,-0.301,0.597
-0.289,-0.33,0.602
-0.268,-0.342,0.631
-0.235,-0.363,0.654
-0.221,-0.378,0.697
-0.203,-0.395,0.74
-0.179,-0.433,0.766
-0.171,-0.47,0.827
-0.158,-0.485,0.889
-0.144,-0.5,0.918
-0.129,-0.528,0.975
-0.076,-0.559,1
-0.015,-0.622,1.048
0.547,-0.667,0.834
0.559,-0.714,0.858
0.556,-0.723,0.862
0.537,-0.734,0.854
0.519,-0.732,0.855
0.473,-0.697,0.858
0.449,-0.654,0.877
0.406,-0.63,0.882
0.37,-0.634,0.89
0.343,-0.636,0.909
0.306,-0.615,0.912
0.288,-0.597,0.922
0.271,-0.588,0.947
0.228,-0.567,0.955
0.212,-0.538,0.976
0.186,-0.522,0.988
0.166,-0.498,0.992
0.154,-0.475,0.994
0.132,-0.457,1.007
0.108,-0.41,1.011
0.1,-0.365,1.018
0.097,-0.349,1.027
0.107,-0.329,1.026
0.114,-0.321,1.01
0.136,-0.307,0.999
0.147,-0.295,0.976
0.161,-0.288,0.955
0.179,-0.259,0.95
0.188,-0.23,0.943
0.208,-0.221,0.942
0.215,-0.183,0.951
0.218,-0.163,0.951
0.213,-0.15,0.95
0.198,-0.151,0.962
0.204,-0.138,0.955
0.211,-0.139,0.946
0.196,-0.146,0.947
0.177,-0.147,0.953
0.161,-0.123,0.968
0.153,-0.106,0.997
0.136,-0.104,1.026
0.108,-0.112,1.065
0.157,-0.1,1.121
0.096,-0.081,1.067
0.07,-0.085,1.088
0.073,-0.078,1.092
0.082,-0.054,1.101
0.095,-0.042,1.111
0.095,-0.054,1.1
0.092,-0.056,1.091
0.101,-0.052,1.084
0.119,-0.051,1.079
0.122,-0.069,1.092
0.122,-0.068,1.102
0.134,-0.063,1.109
0.134,-0.067,1.112
0.003,-0.075,1.116
0.117,-0.078,1.118
0.108,-0.078,1.135
0.097,-0.066,1.144
0.091,-0.05,1.164
0.09,-0.049,1.175
0.081,-0.051,1.174
0.063,-0.042,1.172
0.061,-0.034,1.172
0.048,-0.035,1.181
0.031,-0.031,1.188
0.032,-0.025,1.183
0.026,-0.02,1.185
0.023,-0.02,1.187
0.025,-0.021,1.177
0.028,-0.027,1.168
0.028,-0.027,1.155
0.024,-0.023,1.139
0.029,-0.023,1.134
0.042,-0.029,1.121
0.048,-0.041,1.117
0.061,-0.05,1.108
0.081,-0.058,1.098
0.1,-0.071,1.082
0.112,-0.094,1.071
0.115,-0.111,1.054
0.118,-0.244,1.046
0.134,-0.136,1.046
0.143,-0.155,1.043
0.145,-0.175,1.036
0.146,-0.186,1.031
0.146,-0.206,1.028
0.144,-0.218,1.024
0.145,-0.226,1.02
0.146,-0.239,1.014
0.145,-0.247,0.998
0.147,-0.272,0.992
0.149,-0.313,0.991
0.151,-0.333,0.975
0.161,-0.354,0.964
0.165,-0.366,0.962
0.163,-0.379,0.945
0.207,-0.4,1.028
0.181,-0.431,0.967
0.177,-0.474,0.992
0.197,-0.493,1.002
0.227,-0.507,1.039
0.244,-0.532,1.028
0.261,-0.58,1.032
0.287,-0.606,1.028
0.325,-0.65,1.005
0.338,-0.679,1.012
0.358,-0.678,0.986
0.391,-0.706,0.972
0.412,-0.725,0.954
0.43,-0.759,0.928
0.457,-0.841,0.923
0.481,-0.866,0.901
0.521,-0.902,0.881
0.539,-0.974,0.831
0.553,-1.067,0.808
0.59,-1.234,0.76
0.61,-1.187,0.727
0.745,-1.323,0.646
0.64,-1.365,0.621
0.643,-1.399,0.603
0.657,-1.44,0.59
0.666,-1.481,0.564
0.669,-1.504,0.543
0.664,-1.555,0.528
0.659,-1.605,0.492
0.648,-1.627,0.455
0.63,-1.688,0.438
0.622,-1.768,0.4
0.617,-1.815,0.352
0.597,-1.915,0.323
0.577,-2.023,0.265
0.564,-2.078,0.216
0.524,-2.191,0.197
0.499,-2.255,0.16
0.43,-2.262,0.151
0.34,-2.208,0.15
0.287,-2.075,0.178
0.186,-2.008,0.201
0.064,-1.847,0.242
-0.067,-1.654,0.271
-0.139,-1.402,0.317
-0.297,-1.244,0.336
-0.474,-0.846,0.409
-0.571,-0.619,0.594
-0.806,0.053,0.698
-1.078,0.85,0.882
-1.165,1.245,1.061
-1.625,2.166,0.957
-1.704,2.629,0.933
-1.366,2.849,0.924
-1.582,2.969,0.551
-1.393,2.993,0.539
-1.224,2.786,0.632
-1.188,2.726,0.438
-1.415,2.806,0.228
-1.529,3.039,0.261
-1.583,3.198,0.424
-1.676,3.725,0.571
-1.524,4.271,1.032
-1.478,4.476,1.611
-1.094,4.558,1.902
-0.608,4.25,2.435
-0.344,3.985,2.902
0.196,3.458,3.098
0.425,3.052,3.379
0.766,2.929,3.529
1.057,2.757,3.517
1.168,2.689,3.404
1.198,2.462,3.282
1.117,2.219,2.906
0.868,2.15,2.467
0.508,2.097,2.005
0.042,2.046,1.867
-0.204,2.016,1.486
-0.682,2.012,1.31
-1.116,2.018,1.165
-1.161,2.041,1.013
-1.378,1.958,0.951
-1.444,1.897,0.893
-1.48,1.84,0.905
-1.44,1.677,0.899
-1.413,1.506,0.895
-1.352,1.415,0.881
-1.25,1.312,0.889
-1.192,1.232,0.86
-1.113,1.175,0.817
-1.068,1.029,0.709
-1.004,0.87,0.629
-0.96,0.705,0.601
-0.878,0.633,0.609
-0.774,0.488,0.627
-0.68,0.323,0.673
-0.643,0.244,0.727
-0.581,0.114,0.759
-0.531,0.007,0.832
-0.513,-0.057,0.902
-0.483,-0.097,0.958
-0.465,-0.174,0.976
-0.447,-0.231,1.003
-0.397,-0.244,1.026
-0.354,-0.283,1.03
-0.281,-0.346,1.018
-0.264,-0.385,1.015
-0.157,-0.421,1.007
-0.111,-0.354,0.979
-0.076,-0.459,0.95
0.028,-0.48,0.93
0.086,-0.499,0.911
0.127,-0.561,0.879
0.17,-0.567,0.844
0.178,-0.554,0.821
0.18,-0.549,0.792
0.165,-0.547,0.792
0.142,-0.531,0.79
0.141,-0.519,0.805
0.147,-0.508,0.818
0.151,-0.523,0.854
0.14,-0.526,0.892
0.14,-0.534,0.904
0.14,-0.517,0.942
0.162,-0.513,0.987
0.189,-0.53,1.017
0.249,-0.546,1.039
0.304,-0.598,1.052
0.333,-0.62,1.069
0.384,-0.623,1.071
0.43,-0.627,1.067
0.457,-0.633,1.054
0.501,-0.637,1.044
0.54,-0.625,1.016
0.56,-0.748,0.969
0.586,-0.636,0.95
0.594,-0.63,0.9
0.594,-0.632,0.843
0.584,-0.637,0.817
0.555,-0.631,0.768
0.188,-0.789,1.047
0.192,-0.815,1.056
0.203,-0.857,1.085
0.203,-0.875,1.067
0.228,-0.91,1.078
0.235,-0.945,1.074
0.235,-0.954,1.063
0.246,-0.966,1.065
0.28,-0.988,1.065
0.296,-1.005,1.056
0.336,-1.015,1.038
0.375,-1.053,1.024
0.417,-1.085,0.996
0.441,-1.127,0.959
0.493,-1.156,0.913
0.55,-1.231,0.884
0.614,-1.33,0.818
0.647,-1.444,0.735
0.709,-1.516,0.647
0.766,-1.664,0.599
0.788,-1.828,0.503
0.803,-1.903,0.411
0.78,-1.999,0.373
0.629,-2.023,0.304
0.666,-1.882,0.248
0.558,-1.939,0.226
0.446,-1.839,0.186
0.376,-1.722,0.161
0.21,-1.656,0.141
0.051,-1.513,0.134
-0.103,-1.365,0.131
-0.196,-1.201,0.109
-0.414,-1.11,0.059
-0.653,-0.965,0.023
-0.855,-0.556,0.233
-0.867,-0.372,0.166
-0.962,-0.138,0.202
-1.426,0.432,0.044
-1.168,0.923,0.449
-1.456,1.272,0.211
-1.378,1.701,0.204
-1.239,2.375,0.625
-1.115,2.723,0.541
-0.993,3.213,0.531
-0.957,3.529,0.278
-0.807,3.542,0.201
-0.764,3.457,0.18
-0.766,3.399,0.304
-0.713,3.288,0.45
-0.673,3.405,0.833
-0.581,3.443,1.293
-0.574,3.467,1.514
-0.561,3.28,1.979
-0.538,3.128,2.446
-0.502,2.773,2.676
-0.468,2.486,3.094
-0.376,2.372,3.335
-0.274,2.155,3.391
-0.144,1.928,3.343
-0.079,1.69,3.124
0.043,1.525,2.814
0.123,1.47,2.484
0.152,1.431,2.337
0.142,1.438,2.037
0.083,1.42,1.704
-0.03,1.312,1.545
-0.108,1.148,1.259
-0.294,1.077,1.093
-0.501,1.045,1.042
-0.662,1.036,1.023
-0.788,1.024,1.022
-0.878,1.032,1.037
-0.895,0.989,1.1
-0.917,0.96,1.133
-0.912,0.919,1.153
-0.897,0.889,1.174
-0.867,0.881,1.18
-0.834,0.866,1.169
-0.818,0.846,1.135
-0.788,0.831,1.093
-0.757,0.784,1.074
-0.745,0.633,1.038
-0.707,0.716,1.031
-0.68,0.652,1.029
-0.627,0.61,1.017
-0.597,0.531,1.009
-0.585,0.474,1.012
-0.57,0.457,1.021
-0.546,0.432,1.035
-0.505,0.394,1.037
-0.489,0.349,1.037
-0.458,0.334,1.048
-0.437,0.325,1.05
-0.426,0.306,1.057
-0.392,0.291,1.053
-0.364,0.276,1.048
-0.325,0.254,1.081
-0.305,0.268,1.093
-0.282,0.214,1.058
-0.248,0.199,1.084
-0.191,0.191,1.054
-0.171,0.151,1.043
-0.145,0.087,1.004
-0.136,0.034,0.972
-0.104,0.012,0.956
-0.092,0.001,0.941
-0.066,-0.023,0.911
-0.03,-0.039,0.897
0.01,-0.068,0.876
0.03,-0.108,0.864
0.062,-0.121,0.872
0.092,-0.13,0.872
0.105,-0.108,0.89
0.129,-0.103,0.894
0.161,-0.081,0.921
0.172,-0.077,0.933
0.191,-0.096,0.93
0.207,-0.123,0.913
0.223,-0.138,0.909
0.282,-0.663,1.104
0.325,-0.736,1.066
0.35,-0.839,1.015
0.401,-0.899,0.953
0.443,-1.01,0.906
0.481,-1.125,0.884
0.52,-1.243,0.838
0.542,-1.394,0.791
0.599,-1.62,0.709
0.655,-1.735,0.619
0.712,-2.002,0.566
0.754,-2.291,0.453
0.786,-2.549,0.363
0.796,-2.667,0.288
0.783,-2.865,0.252
0.747,-3.031,0.214
0.716,-3.091,0.171
0.643,-3.102,0.161
0.598,-3.066,0.164
0.509,-3.03,0.174
0.411,-2.938,0.185
0.356,-2.836,0.212
0.203,-2.764,0.203
0.03,-2.582,0.21
-0.146,-2.354,0.234
-0.369,-2.076,0.253
-0.493,-1.698,0.273
-0.727,-1.163,0.367
-0.957,-0.293,0.609
-1.101,0.061,0.865
-1.636,1.613,0.702
-0.822,2.214,1.172
-0.765,2.698,0.704
-0.441,2.687,1.167
-0.391,2.694,0.899
-0.493,2.972,0.934
-0.519,3.794,1.07
-0.567,4.739,1.217
-0.577,4.881,1.256
-0.594,4.708,1.492
-0.688,4.446,1.752
-0.826,4.242,1.929
-0.788,4.107,2.437
-0.595,4.016,2.99
-0.396,3.831,3.193
-0.168,3.54,3.427
-0.06,3.368,3.457
0.122,2.939,3.394
0.334,2.494,3.175
0.41,2.179,2.895
0.585,1.935,2.519
0.661,1.901,2.104
0.632,1.81,1.912
0.58,1.687,1.525
0.413,1.612,1.235
0.144,1.444,1.093
-0.008,1.239,0.876
-0.374,1.148,0.743
-0.717,1.015,0.744
-0.861,0.95,0.808
-1.085,0.931,0.895
-1.209,0.896,0.921
-1.224,0.807,0.982
-1.226,0.702,0.95
-1.207,0.651,0.908
-1.098,0.661,0.849
-1.06,0.654,0.789
-1.005,0.615,0.757
-0.992,0.563,0.704
-0.99,0.54,0.681
-0.995,0.51,0.674
-0.978,0.501,0.763
-0.942,0.42,0.816
-0.899,0.359,0.928
-0.825,0.305,0.963
-0.773,0.29,1.019
-0.755,0.304,1.059
-0.732,0.31,1.072
-0.706,0.326,1.084
-0.659,0.326,1.096
-0.635,0.315,1.091
-0.585,0.299,1.085
-0.542,0.293,1.078
-0.486,0.273,1.076
-0.436,0.252,1.059
-0.418,0.227,1.035
-0.392,0.215,1.01
-0.38,0.192,1.002
-0.373,0.203,0.997
-0.365,0.217,0.985
-0.343,0.218,0.955
-0.32,0.192,0.936
-0.312,0.161,0.897
-0.309,0.148,0.873
-0.301,0.146,0.855
-0.271,0.116,0.831
-0.259,0.085,0.794
-0.238,0.068,0.79
-0.223,0.066,0.778
-0.202,0.058,0.769
-0.16,0.052,0.78
-0.134,0.009,0.79
-0.083,-0.004,0.793
-0.025,-0.012,0.822
0.052,-0.063,0.857
0.089,-0.106,0.885
0.148,-0.127,0.903
0.186,-0.138,0.913
0.21,-0.135,0.942
0.26,-0.134,0.979
0.285,-0.121,0.982
0.285,-0.111,0.977
0.309,-0.141,0.972
0.309,-0.117,0.963
0.308,-0.128,0.95
0.293,-0.141,0.947
0.281,-0.139,0.944
0.246,-0.114,0.944
0.219,-0.091,0.951
0.348,-0.582,1.116
0.366,-0.624,1.105
0.408,-0.648,1.085
0.45,-0.702,1.071
0.488,-0.763,1.033
0.509,-0.807,0.991
0.554,-0.888,0.965
0.575,-0.981,0.914
0.61,-1.032,0.867
0.633,-1.131,0.845
0.645,-1.225,0.804
0.666,-1.273,0.768
0.679,-1.351,0.75
0.684,-1.423,0.721
0.679,-1.451,0.692
0.67,-1.495,0.679
0.665,-1.544,0.652
0.65,-1.562,0.615
0.637,-1.607,0.596
0.632,-1.681,0.555
0.617,-1.727,0.529
0.603,-1.821,0.473
0.599,-1.932,0.415
0.601,-1.987,0.36
0.608,-2.083,0.337
0.61,-2.245,0.303
0.606,-2.176,0.295
0.597,-2.181,0.287
0.56,-2.163,0.264
0.524,-2.124,0.25
0.49,-2.027,0.242
0.419,-1.974,0.26
0.331,-1.824,0.269
0.283,-1.644,0.31
0.183,-1.534,0.33
0.057,-1.322,0.343
0.002,-1.085,0.416
-0.128,-0.943,0.452
-0.628,-0.5,0.199
-0.491,0.212,0.524
-0.667,0.211,0.178
-0.729,0.454,0.383
-0.672,0.849,0.709
-0.881,1.111,0.551
-1.236,1.618,0.466
-1.39,2.139,0.326
-1.518,2.318,0.419
-1.378,2.304,0.544
-1.336,2.277,0.757
-1.261,2.306,0.796
-1.251,2.579,0.797
-1.291,3.03,0.765
-1.402,3.272,0.896
-1.492,3.627,1.014
-1.526,3.753,1.276
-1.474,3.833,1.558
-1.306,3.704,1.783
-1.181,3.448,2.091
-0.841,3.258,2.238
-0.405,2.757,2.575
-0.189,2.528,2.827
0.236,2.356,2.914
0.452,2.047,3.023
0.713,1.95,3.023
0.931,1.7,2.952
0.986,1.608,2.803
1.004,1.463,2.711
0.984,1.381,2.53
0.912,1.372,2.371
0.749,1.363,2.292
0.63,1.37,2.142
0.359,1.388,1.931
0.102,1.369,1.891
-0.041,1.366,1.729
-0.319,1.374,1.668
-0.445,1.388,1.562
-0.645,1.405,1.467
-0.792,1.445,1.295
-0.9,1.444,1.246
-0.972,1.426,1.197
-1.001,1.384,1.1
-1.033,1.31,1.015
-1.078,1.295,0.926
-1.092,1.26,0.895
-1.1,1.185,0.876
-1.116,1.107,0.851
-1.069,1.017,0.864
-1.019,0.92,0.887
-0.935,0.781,0.914
-0.806,0.72,0.948
-0.673,0.586,0.992
-0.576,0.451,1.012
-0.537,0.272,1.03
-0.48,0.325,1.025
-0.455,0.268,1.011
-0.44,0.177,0.972
-0.386,0.178,0.953
-0.39,0.193,0.915
-0.375,0.188,0.886
-0.328,0.165,0.845
-0.285,0.12,0.822
-0.25,0.059,0.782
-0.231,0.023,0.749
-0.213,-0.015,0.715
-0.207,-0.061,0.684
-0.201,-0.079,0.654
-0.193,-0.096,0.634
-0.17,-0.144,0.648
-0.135,-0.215,0.669
-0.113,-0.274,0.69
-0.059,-0.335,0.728
-0.012,-0.359,0.753
0.048,-0.412,0.813
0.086,-0.472,0.881
0.162,-0.514,0.911
0.216,-0.589,0.968
0.264,-0.661,1.024
0.287,-0.671,1.051
0.312,-0.663,1.1
0.336,-0.667,1.132
0.347,-0.674,1.141
0.349,-0.654,1.157
0.349,-0.633,1.159
0.366,-0.622,1.15
0.373,-0.624,1.14
0.388,-0.607,1.141
0.413,-0.594,1.108
0.427,-0.604,1.056
0.447,-0.607,1.008
0.468,-0.601,0.994
0.609,-0.597,0.968
0.525,-0.591,0.956
0.559,-0.579,0.956
0.575,-0.579,0.961
0.606,-0.578,0.962
0.633,-0.563,0.967
0.643,-0.562,0.968
0.656,-0.558,0.972
0.657,-0.554,0.982
0.665,-0.551,0.984
0.661,-0.552,0.989
0.651,-0.549,0.995
0.622,-0.545,0.996
0.607,-0.531,1.012
0.572,-0.524,1.039
0.53,-0.491,1.053
0.506,-0.476,1.072
0.454,-0.467,1.096
0.397,-0.427,1.127
0.371,-0.385,1.144
0.305,-0.367,1.171
0.239,-0.338,1.185
0.184,-0.306,1.2
0.151,-0.274,1.223
0.131,-0.251,1.225
0.093,-0.24,1.213
0.08,-0.243,1.214
0.077,-0.213,1.215
0.079,-0.154,1.193
0.081,-0.135,1.156
0.092,-0.142,1.11
0.122,-0.156,1.06
0.166,-0.147,1.037
0.211,-0.142,0.987
0.23,-0.151,0.934
0.259,-0.152,0.881
0.274,-0.145,0.858
0.281,-0.137,0.821
0.295,-0.139,0.792
0.292,-0.141,0.779
0.285,-0.14,0.751
0.263,-0.138,0.744
0.235,-0.141,0.737
0.218,-0.149,0.757
0.182,-0.15,0.769
0.173,-0.119,0.782
0.134,-0.117,0.831
0.098,-0.141,0.845
0.102,-0.156,0.894
0.094,-0.169,0.931
0.083,-0.174,0.963
0.065,-0.168,0.997
0.056,-0.151,1.027
0.052,-0.136,1.04
0.052,-0.138,1.06
0.054,-0.143,1.07
0.064,-0.145,1.077
0.071,-0.145,1.08
0.075,-0.135,1.078
0.076,-0.122,1.072
0.077,-0.119,1.057
0.074,-0.118,1.042
0.065,-0.105,1.04
0.067,-0.084,1.041
0.079,-0.075,1.038
0.085,-0.075,1.035
0.087,-0.075,1.03
0.084,-0.071,1.025
0.082,-0.06,1.037
0.08,-0.046,1.042
0.078,-0.043,1.048
0.075,-0.042,1.057
0.074,-0.038,1.068
0.08,-0.038,1.074
0.079,-0.033,1.082
0.078,-0.024,1.1
0.086,-0.025,1.104
0.089,-0.03,1.104
0.092,-0.035,1.098
0.092,-0.049,1.093
0.097,-0.069,1.094
0.098,-0.091,1.089
0.106,-0.101,1.081
0.116,-0.125,1.064
0.125,-0.142,1.058
0.129,-0.152,1.043
0.129,-0.163,1.023
0.128,-0.17,1.003
0.13,-0.192,0.994
0.135,-0.223,0.98
0.139,-0.234,0.974
0.147,-0.258,0.962
0.152,-0.273,0.951
0.166,-0.308,0.945
0.174,-0.354,0.926
0.185,-0.379,0.911
0.195,-0.415,0.906
0.198,-0.438,0.903
0.209,-0.45,0.901
0.222,-0.487,0.899
0.229,-0.532,0.895
0.241,-0.553,0.892
0.251,-0.589,0.893
0.257,-0.607,0.897
0.273,-0.643,0.898
0.282,-0.688,0.899
0.302,-0.713,0.895
0.316,-0.74,0.889
0.343,-0.812,0.902
0.355,-0.831,0.893
0.383,-0.881,0.883
0.395,-0.929,0.875
0.413,-0.956,0.865
0.441,-1.017,0.849
0.471,-1.074,0.833
0.499,-1.143,0.8
0.511,-1.229,0.769
0.529,-1.279,0.732
0.542,-1.37,0.713
0.547,-1.44,0.679
0.552,-1.595,0.652
0.556,-1.53,0.631
0.56,-1.579,0.628
0.569,-1.664,0.595
0.575,-1.754,0.559
0.6,-1.81,0.517
0.625,-1.945,0.488
0.635,-2.074,0.428
0.63,-2.124,0.381
0.596,-2.171,0.357
0.554,-2.221,0.322
0.535,-2.254,0.314
0.469,-2.254,0.307
0.397,-2.257,0.286
0.352,-2.217,0.255
0.253,-2.211,0.237
0.157,-2.162,0.231
0.059,-2.065,0.24
0.004,-1.948,0.237
-0.104,-1.751,0.241
-0.216,-1.746,0.259
-0.323,-1.576,0.272
-0.412,-1.328,0.325
-0.469,-1.027,0.314
-0.561,-0.915,0.305
-0.666,-0.659,0.285
-0.815,-0.409,0.321
-0.916,0.167,0.319
-0.976,0.488,0.251
-1.07,1.041,0.354
-1.312,1.368,0.371
-1.369,1.983,0.337
-1.394,2.359,0.243
-1.523,2.458,0.046
-1.639,2.654,0.096
-1.684,2.901,0.077
-1.737,3.05,0.111
-1.834,3.416,0.243
-1.835,3.715,0.192
-1.849,4.042,0.471
-1.83,4.069,0.533
-1.938,4.27,0.549
-1.774,4.422,0.991
-1.37,4.465,1.419
-0.978,4.443,1.76
-0.447,4.247,1.893
0.171,3.863,2.092
0.484,3.377,2.285
1.051,3.123,2.386
1.499,2.671,2.429
1.809,2.303,2.452
1.96,2.152,2.45
2.053,1.959,2.451
2.015,1.83,2.406
1.814,1.785,2.4
1.641,1.756,2.411
1.219,1.743,2.37
0.765,1.754,2.322
0.51,1.761,2.197
-0.021,1.838,2.149
-0.526,1.999,2.083
-0.707,2.138,1.972
-1.016,2.184,1.839
-1.212,2.236,1.73
-1.265,2.203,1.484
-1.291,2.153,1.357
-1.287,2.032,1.091
-1.28,1.971,0.819
-1.232,1.841,0.697
-1.208,1.703,0.479
-1.161,1.64,0.32
-1.122,1.537,0.263
-1.103,1.426,0.191
-1.05,1.362,0.165
-0.989,1.228,0.168
-0.907,1.104,0.218
-0.85,1.038,0.327
-0.694,0.886,0.391
-0.616,0.695,0.495
-0.523,0.618,0.547
-0.483,0.464,0.582
-0.483,0.353,0.608
-0.513,0.312,0.612
-0.539,0.251,0.61
-0.545,0.218,0.612
-0.547,0.152,0.617
-0.529,0.084,0.622
-0.387,0.001,0.626
-0.481,-0.104,0.633
-0.436,-0.206,0.653
-0.378,-0.257,0.679
-0.337,-0.319,0.673
-0.309,-0.357,0.613
-0.212,-0.413,0.702
-0.189,-0.424,0.713
-0.142,-0.447,0.759
-0.113,-0.477,0.823
-0.055,-0.49,0.884
-0.01,-0.523,0.906
0.016,-0.577,0.944
0.056,-0.593,0.981
0.009,-0.674,0.9
0.061,-0.558,1.009
0.052,-0.54,0.971
-0.12,-0.585,0.953
-0.005,-0.599,0.966
0.013,-0.594,0.964
0.173,-0.809,1.058
0.192,-0.838,1.068
0.218,-0.888,1.051
0.204,-0.971,1.056
0.227,-1.026,1.039
0.253,-1.088,0.996
0.253,-1.17,0.986
0.259,-1.208,0.945
0.292,-1.272,0.92
0.302,-1.363,0.87
0.315,-1.398,0.823
0.358,-1.442,0.808
0.382,-1.519,0.779
0.381,-1.522,0.712
0.402,-1.611,0.648
0.398,-1.66,0.511
0.439,-1.735,0.604
0.437,-1.794,0.512
0.429,-1.837,0.461
0.432,-1.915,0.44
0.423,-1.964,0.41
0.381,-1.972,0.392
0.329,-1.956,0.384
0.303,-1.934,0.366
0.248,-1.877,0.36
0.21,-1.827,0.364
0.188,-1.781,0.356
0.13,-1.749,0.342
0.069,-1.676,0.332
0.037,-1.602,0.305
-0.039,-1.545,0.298
-0.126,-1.379,0.289
-0.16,-1.198,0.3
-0.218,-1.101,0.334
-0.249,-0.92,0.354
-0.292,-0.736,0.388
-0.319,-0.508,0.395
-0.382,-0.396,0.397
-0.429,-0.074,0.393
-0.454,0.183,0.368
-0.853,0.626,0.18
-0.811,0.953,0.321
-0.913,1.486,-0.219
-1.355,1.786,-0.459
-1.287,2.091,0.011
-1.066,2.114,0.296
-1.384,2.137,0.599
-1.606,2.391,0.791
-1.684,2.973,1.113
-1.74,3.792,1.088
-1.663,4.558,1.155
-1.562,4.995,1.52
-1.345,5.066,1.722
-1.087,4.857,2.035
-0.677,4.359,2.169
-0.512,4.092,2.3
0.011,3.519,2.35
0.288,2.809,2.403
0.774,2.529,2.418
1.127,2.239,2.496
1.324,1.924,2.614
1.569,1.639,2.663
1.588,1.524,2.708
1.479,1.373,2.688
1.193,1.313,2.584
0.985,1.336,2.478
0.562,1.421,2.443
0.342,1.521,2.354
-0.065,1.536,2.232
-0.501,1.643,2.128
-0.656,1.596,1.954
-0.95,1.65,1.871
-1.101,1.67,1.743
-1.157,1.639,1.581
-1.21,1.561,1.471
-1.245,1.488,1.282
-1.267,1.475,1.12
-1.268,1.422,1.018
-1.258,1.311,0.854
-1.227,1.272,0.784
-1.2,1.212,0.672
-1.159,1.179,0.574
-1.142,1.099,0.538
-1.136,1.038,0.497
-1.125,1.031,0.485
-1.075,0.924,0.536
-1.057,0.893,0.534
-1.021,0.747,0.554
-1.003,0.691,0.62
-0.879,0.65,0.671
-0.73,0.523,0.808
-0.672,0.464,0.938
-0.564,0.337,0.99
-0.518,0.234,1.028
-0.463,0.187,1.028
-0.439,0.103,0.992
-0.424,0.063,0.958
-0.389,0.009,0.934
-0.368,-0.06,0.879
-0.326,-0.101,0.845
-0.287,-0.16,0.763
-0.261,-0.225,0.716
-0.21,-0.258,0.692
-0.181,-0.303,0.649
-0.171,-0.319,0.616
-0.138,-0.348,0.603
-0.094,-0.376,0.586
-0.069,-0.385,0.582
-0.021,-0.408,0.582
0,-0.424,0.594
0.039,-0.43,0.611
0.081,-0.462,0.624
0.099,-0.492,0.671
0.128,-0.505,0.704
0.141,-0.525,0.768
0.169,-0.531,0.828
0.199,-0.544,0.853
0.217,-0.554,0.899
0.325,-0.58,0.972
0.444,-0.602,1.044
0.511,-0.649,1.052
0.535,-0.68,1.059
0.58,-0.691,1.067
0.603,-0.707,1.07
0.642,-0.711,1.065
0.674,-0.707,1.06
0.695,-0.696,1.052
0.701,-0.693,1.048
0.711,-0.694,1.048
0.711,-0.692,1.036
0.697,-0.695,1.034
0.649,-0.679,1.043
0.626,-0.63,1.064
0.593,-0.608,1.07
0.563,-0.602,1.078
0.548,-0.613,1.068
0.526,-0.629,1.062
0.51,-0.632,1.064
0.467,-0.621,1.064
0.432,-0.601,1.066
0.417,-0.593,1.062
0.381,-0.584,1.054
0.363,-0.569,1.041
0.324,-0.555,1.036
0.287,-0.518,1.034
0.274,-0.504,1.028
0.261,-0.497,1.018
0.254,-0.507,0.992
0.235,-0.503,0.979
0.216,-0.507,0.948
0.206,-0.508,0.923
0.188,-0.495,0.915
0.184,-0.477,0.913
0.183,-0.465,0.919
0.177,-0.449,0.922
0.177,-0.449,0.944
0.188,-0.443,0.965
0.192,-0.409,1.011
0.194,-0.387,1.049
0.187,-0.356,1.064
0.178,-0.349,1.073
0.17,-0.345,1.074
0.169,-0.339,1.085
0.163,-0.332,1.09
0.162,-0.305,1.095
0.161,-0.295,1.101
0.152,-0.286,1.077
0.146,-0.217,1.149
0.165,-0.213,1.11
0.109,-0.236,1.1
0.104,-0.227,1.071
0.093,-0.198,1.04
0.089,-0.157,1.025
0.089,-0.124,0.976
0.083,-0.119,0.915
0.051,-0.1,0.87
0.058,-0.088,0.851
0.07,-0.081,0.843
0.087,-0.072,0.846
0.099,-0.051,0.848
0.105,-0.029,0.856
0.125,-0.02,0.877
0.156,-0.014,0.891
0.172,-0.017,0.91
0.196,-0.025,0.918
0.205,-0.042,0.933
0.218,-0.05,0.938
0.221,-0.053,0.946
0.22,-0.045,0.949
0.21,-0.043,0.957
0.203,-0.046,0.966
0.186,-0.055,0.98
0.171,-0.064,1.001
0.161,-0.078,1.021
0.146,-0.087,1.03
0.122,-0.081,1.053
0.109,-0.07,1.073
0.101,-0.078,1.081
0.081,-0.092,1.08
0.055,-0.095,1.085
0.04,-0.091,1.085
0.034,-0.088,1.084
0.034,-0.1,1.081
0.041,-0.116,1.074
0.039,-0.125,1.071
0.033,-0.106,1.068
0.034,-0.081,1.07
0.038,-0.077,1.067
0.038,-0.083,1.063
0.043,-0.093,1.065
0.048,-0.104,1.072
0.056,-0.106,1.077
0.066,-0.107,1.084
0.078,-0.114,1.086
0.088,-0.132,1.08
0.104,-0.158,1.076
0.114,-0.187,1.067
0.131,-0.202,1.065
0.148,-0.221,1.065
0.161,-0.243,1.067
0.168,-0.267,1.07
0.182,-0.279,1.067
0.196,-0.298,1.065
0.203,-0.321,1.059
